"/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena flavipes/Andrena flavipes, f 2.jpg",1118,372,4103,2997,Anthophila,5306,3537
"/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena flavipes/Andrena flavipes, m 1.jpg",1190,420,4308,3394,Anthophila,6000,4000
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Dasypoda hirtipes/Dasypoda hirtipes 4.jpg,724,134,3435,2582,Anthophila,4288,2848
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Dasypoda hirtipes/Dasypoda hirtipes 3.jpg,1647,-47,2741,544,Anthophila,4288,2848
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Dasypoda hirtipes/Dasypoda hirtipes 3.jpg,2105,-132,3323,560,Anthophila,4288,2848
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Dasypoda hirtipes/Dasypoda hirtipes 3.jpg,658,315,3558,2436,Anthophila,4288,2848
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Dasypoda hirtipes/Dasypoda hirtipes.jpg,482,314,3634,2470,Anthophila,4288,2848
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Dasypoda hirtipes/Dasypoda hirtipes.jpg,886,1607,3261,2825,Anthophila,4288,2848
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Dasypoda hirtipes/Dasypoda hirtipes 6.jpg,449,381,2613,1904,Anthophila,3072,2304
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Dasypoda hirtipes/Dasypoda hirtipes 1.jpg,1077,796,3427,2618,Anthophila,4288,2848
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Dasypoda hirtipes/Dasypoda hirtipes 5.jpg,283,98,2759,2186,Anthophila,3072,2304
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Dasypoda hirtipes/Dasypoda hirtipes 2.jpg,456,261,3881,2585,Anthophila,4288,2848
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Nomada flava/Nomada flava 2.jpg,1016,710,3581,2462,Anthophila,4800,3200
"/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Nomada flava/Nomada flava, f 2.jpg",1360,256,3693,3132,Anthophila,5046,3364
"/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Nomada flava/Nomada flava, f.jpg",1100,376,4042,2852,Anthophila,5237,3491
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Nomada flava/Nomada flava.jpg,747,550,3881,2382,Anthophila,4800,3200
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Sphecodes albilabris/Sphecodes albilabris 6.jpg,486,628,2425,1682,Anthophila,3072,2304
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Sphecodes albilabris/Sphecodes albilabris.jpg,858,304,3398,2516,Anthophila,4288,2848
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Sphecodes albilabris/Sphecodes albilabris 5.jpg,634,709,2287,1534,Anthophila,3072,2304
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Sphecodes albilabris/Sphecodes albilabris 2.jpg,867,202,3294,1918,Anthophila,4288,2848
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Sphecodes albilabris/Sphecodes albilabris f 1.jpg,685,566,2254,1588,Anthophila,3072,2304
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Sphecodes albilabris/Sphecodes albilabris copu.jpg,172,190,3733,2636,Anthophila,4288,2848
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Sphecodes albilabris/Sphecodes albilabris 3.jpg,951,544,3221,2070,Anthophila,4288,2848
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Sphecodes albilabris/Sphecodes albilabris 4.jpg,353,233,2636,2018,Anthophila,3072,2304
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Sphecodes albilabris/Sphecodes albilabris f.jpg,114,165,1431,996,Anthophila,1600,1200
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Sphecodes albilabris/Sphecodes albilabris 7.jpg,561,463,2270,1907,Anthophila,3072,2304
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena propinqua/Andrena propinqua f - 31 V 2023.jpg,1508,990,2718,1911,Anthophila,4609,3073
"/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena propinqua/Andrena propinqua, f.jpg",931,693,3669,2411,Anthophila,5012,3341
"/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena propinqua/Andrena propinqua, f 1.jpg",1209,1033,4494,3154,Anthophila,5341,3561
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Osmia aurulenta/Osmia aurulenta m - 11 IV 2023.jpg,1557,1016,2366,1695,Anthophila,4000,2667
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Osmia aurulenta/Osmia aurulenta m - 18 IV 2023.jpg,1680,1169,2740,2047,Anthophila,5000,3333
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Osmia aurulenta/Osmia aurulenta m - 11 IV 2023 b.jpg,2454,1200,3650,1867,Anthophila,6000,4000
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Osmia aurulenta/Osmia aurulenta m - 11 IV 2023 b.jpg,2379,1728,3553,2387,Anthophila,6000,4000
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Osmia aurulenta/Osmia aurulenta m - 11 IV 2023 b.jpg,2259,2297,3599,2869,Anthophila,6000,4000
"/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena humilis/Andrena humilis, f 2.jpg",1533,560,3753,2872,Anthophila,5671,3781
"/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena humilis/Andrena humilis, f 1.jpg",866,588,4325,2540,Anthophila,5289,3526
"/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena humilis/Andrena humilis, f.jpg",1084,671,4240,2898,Anthophila,5468,3645
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena humilis/Andrena humilis f - 20 IV 2023.jpg,1709,1071,3263,2141,Anthophila,5258,3505
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena humilis/Andrena humilis.jpg,1303,1389,4701,3256,Anthophila,6000,4000
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena humilis/Andrena humilis f - 15 IV 2023.jpg,1100,462,3723,2519,Anthophila,5000,3333
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena carantonica/Andrena carantonica.jpg,111,-196,2780,2538,Anthophila,3072,2304
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Melitta leporina/Melitta leporina m - 21 V 2023.jpg,1379,791,3225,2114,Anthophila,5000,3333
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Halictus rubicundus/Halictus rubicundus.jpg,1017,229,2256,2154,Anthophila,3072,2304
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Lasioglossum xanthopus/Lasioglossum xanthopus.jpg,2070,1412,3538,2691,Anthophila,5237,3491
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Lasioglossum xanthopus/Lasioglossum xanthopus f.jpg,1604,642,4081,2863,Anthophila,5445,3630
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Lasioglossum xanthopus/Lasioglossum xanthopus f 2.jpg,2010,851,3736,2820,Anthophila,5289,3526
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena ventralis/Andrena ventralis.jpg,387,266,2474,1986,Anthophila,3072,2304
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena ventralis/Andrena ventralis 2.jpg,1084,51,2100,2140,Anthophila,3072,2304
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena ventralis/Andrena ventralis m.jpg,265,304,2559,2083,Anthophila,3072,2304
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena ventralis/Andrena ventralis f.jpg,946,758,2892,2002,Anthophila,4095,2720
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena ventralis/Andrena ventralis f2.jpg,1068,737,2993,1873,Anthophila,4288,2848
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena ventralis/Andrena ventralis 3.jpg,337,356,2592,1933,Anthophila,3072,2304
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena ventralis/Andrena ventralis 1.jpg,714,506,2159,1679,Anthophila,3072,2304
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena colletiformis/Andrena colletiformis f - 18 V 2023 .jpg,1307,328,3440,2075,Anthophila,5000,3333
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena colletiformis/Andrena colletiformis f - 08 V 2023e.jpg,726,250,2315,2179,Anthophila,4000,2667
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena colletiformis/Andrena colletiformis f - 08 V 2023.jpg,860,439,3236,2341,Anthophila,4412,2942
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena colletiformis/Andrena colletiformis f - 08 V 2023d.jpg,867,442,2974,2000,Anthophila,4000,2667
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena colletiformis/Andrena colletiformis f - 14 V 2023.jpg,516,412,2984,2179,Anthophila,3944,2629
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena colletiformis/Andrena colletiformis f - 08 V 2023c.jpg,700,399,3026,2102,Anthophila,4000,2667
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena colletiformis/Andrena colletiformis f - 08 V 2023b.jpg,620,250,2962,2270,Anthophila,4000,2667
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena colletiformis/Andrena colletiformis f - 14 V 2023b.jpg,501,375,2505,2258,Anthophila,4427,2951
"/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Lasioglossum laticeps/Lasioglossum laticeps, f..jpg",1319,709,3489,2270,Anthophila,4800,3200
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Xylocopa iris/Xylocopa iris m - 05 V 2023b.jpg,1355,849,2525,2034,Anthophila,4287,2858
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Xylocopa iris/Xylocopa iris m - 05 V 2023.jpg,955,693,3518,2583,Anthophila,5000,3333
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena vaga/Andrena vaga 1.jpg,531,-88,3128,2418,Anthophila,3072,2304
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena vaga/Andrena vaga f 3.jpg,282,437,2879,1886,Anthophila,3072,2304
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena vaga/Andrena vaga m 6.jpg,790,93,2948,2128,Anthophila,3072,2304
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena vaga/Andrena vaga f 11.jpg,352,556,4960,3134,Anthophila,5654,3766
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena vaga/Andrena vaga f 5.jpg,559,465,3205,2357,Anthophila,3072,2304
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena vaga/Andrena vaga m 3.jpg,327,441,2615,1914,Anthophila,3072,2304
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena vaga/Andrena vaga f 2.jpg,279,419,2625,1905,Anthophila,3072,2304
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena vaga/Andrena vaga.jpg,668,117,4959,3719,Anthophila,6000,4000
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena vaga/Andrena vaga m 2.jpg,334,575,2472,1769,Anthophila,3072,2304
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena vaga/Andrena vaga m.jpg,226,111,2697,2163,Anthophila,3072,2304
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena vaga/Andrena vaga f 6.jpg,732,609,2920,1803,Anthophila,3072,2304
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena vaga/Andrena vaga f 7.jpg,805,199,2101,2071,Anthophila,3072,2304
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena vaga/Andrena vaga f 8.jpg,577,7,2421,1688,Anthophila,3072,2304
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena vaga/Andrena vaga_copulus-ball.jpg,592,684,2368,2147,Anthophila,3072,2304
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena vaga/Andrena vaga f 1.jpg,137,61,2794,2193,Anthophila,3072,2304
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena vaga/Andrena vaga 3.jpg,-1,252,2902,2043,Anthophila,3072,2304
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena vaga/Andrena vaga 2.jpg,29,448,2988,1848,Anthophila,3072,2304
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena vaga/Andrena vaga f 4.jpg,426,99,1657,2852,Anthophila,2304,3072
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena vaga/Andrena vaga m 4.jpg,400,600,2403,1765,Anthophila,3072,2304
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena vaga/Andrena vaga f.jpg,589,339,3511,1956,Anthophila,3424,2280
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena vaga/Andrena vaga m 5.jpg,388,433,2420,1887,Anthophila,3072,2304
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena vaga/Andrena vaga m 1.jpg,17,-59,3069,2341,Anthophila,3072,2304
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena vaga/Andrena vaga f 10.jpg,409,424,2477,2001,Anthophila,3072,2304
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena vaga/Andrena vaga f 9.jpg,355,174,2605,2076,Anthophila,3072,2304
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena vaga/Andrena vaga copu.jpg,899,575,2822,1723,Anthophila,3072,2304
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena pandellei/Andrena pandellei f - 22 V 2023b.jpg,2113,745,3926,2748,Anthophila,5801,3867
/workspaces/projet_bees_detection_basile/data_bees_detection/new_justine_post_21_avril/Andrena pandellei/Andrena pandellei f - 06 VI 2023 .jpg,2074,1500,3318,2405,Anthophila,5899,3932
